"CO_IES","TP_COR_RACA","TP_SEXO","IN_CONCLUINTE","IN_APOIO_BOLSA_PERMANENCIA","value","ANO_CENSO_SUP"
578,3,1,1,0,33,2014
578,3,1,1,NA,483,2014
578,4,2,0,NA,15,2014
578,4,1,0,NA,15,2014
578,5,2,0,NA,10,2014
578,5,1,0,NA,1,2014
578,9,2,0,0,4,2014
578,9,2,0,1,2,2014
578,9,2,0,NA,135,2014
578,9,2,1,0,1,2014
578,9,2,1,NA,7,2014
578,9,1,0,0,9,2014
578,9,1,0,1,1,2014
578,9,1,0,NA,140,2014
578,9,1,1,0,1,2014
578,9,1,1,NA,12,2014
599,0,2,0,NA,1300,2014
599,0,2,1,NA,29,2014
599,0,1,0,NA,727,2014
599,0,1,1,NA,15,2014
599,1,2,0,NA,6,2014
599,1,1,0,NA,4,2014
599,2,2,0,NA,23,2014
599,2,1,0,NA,16,2014
599,3,2,0,NA,22,2014
599,3,1,0,NA,19,2014
599,9,2,0,NA,8,2014
599,9,1,0,NA,6,2014
663,0,2,0,NA,149,2014
663,0,2,1,NA,5,2014
663,0,1,0,NA,209,2014
663,0,1,1,NA,22,2014
663,1,2,0,NA,139,2014
663,1,2,1,NA,15,2014
663,1,1,0,NA,193,2014
663,1,1,1,NA,43,2014
663,2,2,0,NA,138,2014
663,2,2,1,NA,13,2014
663,2,1,0,NA,216,2014
663,2,1,1,NA,18,2014
663,3,2,0,NA,308,2014
663,3,2,1,NA,19,2014
663,3,1,0,NA,477,2014
663,3,1,1,NA,73,2014
663,4,2,0,NA,4,2014
663,4,1,0,NA,18,2014
663,4,1,1,NA,2,2014
663,5,2,0,NA,6,2014
663,5,1,0,NA,4,2014
663,5,1,1,NA,1,2014
663,9,2,0,NA,7,2014
663,9,1,0,NA,9,2014
663,9,1,1,NA,1,2014
1055,0,2,0,NA,451,2014
1055,0,2,1,NA,5,2014
1055,0,1,0,NA,827,2014
1055,0,1,1,NA,6,2014
1055,1,2,0,NA,29,2014
1055,1,1,0,NA,51,2014
1055,1,1,1,NA,2,2014
1055,2,2,0,NA,42,2014
1055,2,2,1,NA,4,2014
1055,2,1,0,NA,82,2014
1055,2,1,1,NA,6,2014
1055,3,2,0,NA,73,2014
1055,3,2,1,NA,7,2014
1055,3,1,0,NA,162,2014
1055,3,1,1,NA,9,2014
1055,4,2,0,NA,4,2014
1055,4,1,0,NA,10,2014
1055,5,1,0,NA,3,2014
1055,9,2,0,NA,603,2014
1055,9,2,1,NA,86,2014
1055,9,1,0,NA,1126,2014
1055,9,1,1,NA,109,2014
1058,0,2,0,0,1361,2014
1058,0,2,0,NA,4643,2014
1058,0,2,1,0,169,2014
1058,0,2,1,NA,327,2014
1058,0,1,0,0,1593,2014
1058,0,1,0,NA,6665,2014
1058,0,1,1,0,191,2014
1058,0,1,1,NA,545,2014
1058,1,2,0,0,33,2014
1058,1,2,0,NA,269,2014
1058,1,2,1,0,4,2014
1058,1,2,1,NA,3,2014
1058,1,1,0,0,45,2014
1058,1,1,0,NA,337,2014
1058,1,1,1,0,3,2014
1058,1,1,1,NA,4,2014
1058,2,2,0,0,29,2014
1058,2,2,0,NA,702,2014
1058,2,2,1,0,2,2014
1058,2,2,1,NA,6,2014
1058,2,1,0,0,56,2014
1058,2,1,0,NA,1165,2014
1058,2,1,1,0,3,2014
1058,3,2,0,0,93,2014
1058,3,2,0,NA,263,2014
1058,3,2,1,0,10,2014
1058,3,2,1,NA,6,2014
1058,3,1,0,0,189,2014
1058,3,1,0,NA,430,2014
1058,3,1,1,0,14,2014
1058,3,1,1,NA,8,2014
1058,4,2,0,0,8,2014
1058,4,2,0,NA,420,2014
1058,4,1,0,0,11,2014
1058,4,1,0,NA,588,2014
1058,4,1,1,0,1,2014
1058,5,2,0,NA,30,2014
1058,5,1,0,0,2,2014
1058,5,1,0,NA,56,2014
1058,9,2,0,0,74,2014
1058,9,2,0,NA,185,2014
1058,9,2,1,0,10,2014
1058,9,2,1,NA,11,2014
1058,9,1,0,0,96,2014
1058,9,1,0,NA,228,2014
1058,9,1,1,0,7,2014
1058,9,1,1,NA,17,2014
1123,0,2,0,NA,149,2014
1123,0,2,1,NA,27,2014
1123,0,1,0,NA,148,2014
1123,0,1,1,NA,26,2014
1123,1,2,0,NA,14,2014
1123,1,2,1,NA,1,2014
1123,1,1,0,NA,10,2014
1123,2,2,0,NA,20,2014
1123,2,1,0,NA,10,2014
1123,2,1,1,NA,1,2014
1123,3,2,0,NA,42,2014
1123,3,2,1,NA,5,2014
1123,3,1,0,NA,40,2014
1123,3,1,1,NA,2,2014
1123,4,2,0,NA,2,2014
1123,4,1,0,NA,3,2014
1123,5,2,0,NA,1,2014
1123,5,2,1,NA,1,2014
1123,5,1,0,NA,1,2014
1123,9,2,0,NA,63,2014
1123,9,2,1,NA,5,2014
1123,9,1,0,NA,30,2014
1123,9,1,1,NA,8,2014
1185,0,2,0,NA,1827,2014
1185,0,2,1,NA,286,2014
1185,0,1,0,NA,2441,2014
1185,0,1,1,NA,418,2014
1185,1,2,0,NA,1254,2014
1185,1,2,1,NA,113,2014
1185,1,1,0,NA,1368,2014
1185,1,1,1,NA,135,2014
1185,2,2,0,NA,2348,2014
1185,2,2,1,NA,224,2014
1185,2,1,0,NA,3795,2014
1185,2,1,1,NA,429,2014
1185,3,2,0,NA,3257,2014
1185,3,2,1,NA,266,2014
1185,3,1,0,NA,5090,2014
1185,3,1,1,NA,486,2014
1185,4,2,0,NA,651,2014
1185,4,2,1,NA,116,2014
1185,4,1,0,NA,902,2014
1185,4,1,1,NA,195,2014
1185,5,2,0,NA,36,2014
1185,5,2,1,NA,4,2014
1185,5,1,0,NA,49,2014
1185,5,1,1,NA,5,2014
1185,9,2,0,NA,111,2014
1185,9,2,1,NA,4,2014
1185,9,1,0,NA,101,2014
1185,9,1,1,NA,10,2014
1302,0,2,0,NA,420,2014
1302,0,2,1,NA,51,2014
1302,0,1,0,0,1,2014
1302,0,1,0,NA,610,2014
1302,0,1,1,NA,96,2014
1302,1,2,0,NA,30,2014
1302,1,2,1,NA,11,2014
1302,1,1,0,NA,30,2014
1302,1,1,1,NA,6,2014
1302,2,2,0,NA,13,2014
1302,2,2,1,NA,2,2014
1302,2,1,0,NA,27,2014
1302,2,1,1,NA,6,2014
1302,3,2,0,NA,228,2014
1302,3,2,1,NA,23,2014
1302,3,1,0,NA,355,2014
1302,3,1,1,NA,35,2014
1302,4,2,0,NA,7,2014
1302,4,2,1,NA,2,2014
1302,4,1,0,NA,7,2014
1302,5,2,0,NA,4,2014
1302,5,2,1,NA,1,2014
1302,5,1,0,NA,2,2014
1302,5,1,1,NA,1,2014
1302,9,2,0,NA,46,2014
1302,9,2,1,NA,8,2014
1302,9,1,0,NA,70,2014
1302,9,1,1,NA,7,2014
1363,0,2,0,NA,88,2014
1363,0,2,1,NA,13,2014
1363,0,1,0,NA,279,2014
1363,0,1,1,NA,30,2014
1363,1,2,0,NA,22,2014
1363,1,2,1,NA,1,2014
1363,1,1,0,NA,22,2014
1363,1,1,1,NA,1,2014
1363,2,2,0,NA,73,2014
1363,2,1,0,NA,147,2014
1363,2,1,1,NA,3,2014
1363,3,2,0,NA,38,2014
1363,3,2,1,NA,3,2014
1363,3,1,0,NA,158,2014
1363,3,1,1,NA,5,2014
1363,4,2,0,NA,6,2014
1363,4,1,0,NA,7,2014
1363,5,1,0,NA,1,2014
1363,9,2,0,NA,246,2014
1363,9,2,1,NA,40,2014
1363,9,1,0,NA,606,2014
1363,9,1,1,NA,115,2014
1394,0,2,0,NA,51,2014
1394,0,1,0,NA,68,2014
1394,1,2,0,NA,17,2014
1394,1,1,0,NA,30,2014
1394,2,2,0,NA,23,2014
1394,2,1,0,NA,51,2014
1394,3,2,0,NA,46,2014
1394,3,1,0,NA,66,2014
1394,3,1,1,NA,1,2014
1394,4,2,0,NA,6,2014
1394,4,1,0,NA,3,2014
1394,5,1,0,NA,1,2014
1394,9,2,0,NA,523,2014
1394,9,2,1,NA,121,2014
1394,9,1,0,NA,850,2014
1394,9,1,1,NA,135,2014
1410,0,2,0,NA,43,2014
1410,0,2,1,NA,1,2014
1410,0,1,0,NA,12,2014
1410,1,2,0,NA,106,2014
1410,1,2,1,NA,3,2014
1410,1,1,0,NA,28,2014
1410,1,1,1,NA,1,2014
1410,2,2,0,NA,176,2014
1410,2,1,0,NA,97,2014
1410,3,2,0,NA,302,2014
1410,3,2,1,NA,4,2014
1410,3,1,0,NA,141,2014
1410,3,1,1,NA,1,2014
1410,4,2,0,NA,21,2014
1410,4,1,0,NA,6,2014
1410,5,2,0,NA,6,2014
1410,5,1,0,NA,2,2014
1410,9,2,0,NA,2009,2014
1410,9,2,1,NA,186,2014
1410,9,1,0,NA,718,2014
1410,9,1,1,NA,62,2014
1411,0,2,0,NA,351,2014
1411,0,2,1,NA,47,2014
1411,0,1,0,NA,297,2014
1411,0,1,1,NA,59,2014
1411,2,1,0,NA,1,2014
1411,3,2,0,NA,2,2014
1411,3,1,0,NA,1,2014
1411,9,2,0,NA,2,2014
1411,9,2,1,NA,8,2014
1411,9,1,0,NA,2,2014
1411,9,1,1,NA,12,2014
1461,0,2,0,NA,1004,2014
1461,0,2,1,NA,65,2014
1461,0,1,0,NA,1331,2014
1461,0,1,1,NA,125,2014
1461,1,2,0,NA,490,2014
1461,1,2,1,NA,43,2014
1461,1,1,0,NA,574,2014
1461,1,1,1,NA,72,2014
1461,2,2,0,NA,364,2014
1461,2,2,1,NA,42,2014
1461,2,1,0,NA,360,2014
1461,2,1,1,NA,80,2014
1461,3,2,0,NA,722,2014
1461,3,2,1,NA,107,2014
1461,3,1,0,NA,872,2014
1461,3,1,1,NA,173,2014
1461,4,2,0,NA,29,2014
1461,4,2,1,NA,9,2014
1461,4,1,0,NA,65,2014
1461,4,1,1,NA,17,2014
1461,5,2,0,NA,15,2014
1461,5,2,1,NA,3,2014
1461,5,1,0,NA,8,2014
1461,9,2,0,NA,195,2014
1461,9,2,1,NA,7,2014
1461,9,1,0,NA,216,2014
1461,9,1,1,NA,14,2014
1524,0,2,0,NA,1,2014
1524,0,1,0,NA,11,2014
1524,1,2,0,NA,7,2014
1524,1,1,0,NA,30,2014
1524,2,2,0,NA,12,2014
1524,2,1,0,NA,42,2014
1524,3,2,0,NA,37,2014
1524,3,1,0,NA,127,2014
1524,4,2,0,NA,1,2014
1524,4,1,0,NA,3,2014
1524,9,2,0,NA,2,2014
1524,9,1,0,NA,9,2014
1639,0,2,0,NA,11,2014
1639,0,1,0,NA,12,2014
1639,1,2,0,NA,2,2014
1639,1,1,0,NA,2,2014
1639,2,2,0,NA,4,2014
1639,2,1,0,NA,7,2014
1639,3,2,0,NA,228,2014
1639,3,1,0,NA,343,2014
1639,9,2,0,NA,6,2014
1639,9,1,0,NA,8,2014
1641,0,2,0,1,11,2014
1641,0,2,0,NA,315,2014
1641,0,2,1,1,1,2014
1641,0,2,1,NA,12,2014
1641,0,1,0,1,10,2014
1641,0,1,0,NA,226,2014
1641,0,1,1,1,1,2014
1641,0,1,1,NA,31,2014
1641,1,2,0,1,8,2014
1641,1,2,0,NA,78,2014
1641,1,2,1,1,1,2014
1641,1,2,1,NA,6,2014
1641,1,1,0,1,12,2014
1641,1,1,0,NA,90,2014
1641,1,1,1,1,2,2014
1641,1,1,1,NA,21,2014
1641,2,2,0,1,21,2014
1641,2,2,0,NA,118,2014
1641,2,2,1,1,1,2014
1641,2,2,1,NA,4,2014
1641,2,1,0,1,19,2014
1641,2,1,0,NA,81,2014
1641,2,1,1,1,3,2014
1641,2,1,1,NA,10,2014
1641,3,2,0,1,79,2014
1641,3,2,0,NA,475,2014
1641,3,2,1,1,11,2014
1641,3,2,1,NA,75,2014
1641,3,1,0,1,91,2014
1641,3,1,0,NA,452,2014
1641,3,1,1,1,14,2014
1641,3,1,1,NA,98,2014
1641,4,2,0,1,1,2014
1641,4,2,0,NA,16,2014
1641,4,2,1,NA,1,2014
1641,4,1,0,NA,9,2014
1641,4,1,1,NA,4,2014
1641,5,2,0,NA,3,2014
1641,5,1,0,1,1,2014
1641,5,1,0,NA,4,2014
1641,9,2,0,NA,12,2014
1641,9,1,0,NA,6,2014
1937,0,2,0,NA,9,2014
1937,0,1,0,NA,19,2014
1937,1,2,0,NA,5,2014
1937,1,2,1,NA,2,2014
1937,1,1,0,NA,9,2014
1937,2,2,0,NA,25,2014
1937,2,2,1,NA,2,2014
1937,2,1,0,NA,27,2014
1937,2,1,1,NA,1,2014
1937,3,2,0,NA,44,2014
1937,3,2,1,NA,4,2014
1937,3,1,0,NA,95,2014
1937,3,1,1,NA,9,2014
1937,4,1,0,NA,1,2014
1937,9,2,0,NA,4,2014
1937,9,1,0,NA,13,2014
2076,0,2,0,NA,735,2014
2076,0,2,1,NA,3,2014
2076,0,1,0,NA,1372,2014
2076,0,1,1,NA,2,2014
2076,1,2,0,NA,187,2014
2076,1,2,1,NA,7,2014
2076,1,1,0,NA,280,2014
2076,1,1,1,NA,5,2014
2076,2,2,0,NA,226,2014
2076,2,2,1,NA,1,2014
2076,2,1,0,NA,375,2014
2076,2,1,1,NA,6,2014
2076,3,2,0,NA,1192,2014
2076,3,2,1,NA,32,2014
2076,3,1,0,NA,2033,2014
2076,3,1,1,NA,46,2014
2076,4,2,0,NA,16,2014
2076,4,1,0,NA,24,2014
2076,5,2,0,NA,4,2014
2076,5,1,0,NA,3,2014
2076,9,2,0,NA,10,2014
2076,9,1,0,NA,50,2014
2085,0,2,0,NA,90,2014
2085,0,2,1,NA,21,2014
2085,0,1,0,NA,90,2014
2085,0,1,1,NA,14,2014
2085,1,2,0,NA,52,2014
2085,1,2,1,NA,4,2014
2085,1,1,0,NA,45,2014
2085,1,1,1,NA,8,2014
2085,2,2,0,NA,87,2014
2085,2,2,1,NA,6,2014
2085,2,1,0,NA,71,2014
2085,2,1,1,NA,10,2014
2085,3,2,0,NA,337,2014
2085,3,2,1,NA,60,2014
2085,3,1,0,NA,657,2014
2085,3,1,1,NA,142,2014
2085,4,2,0,NA,10,2014
2085,4,2,1,NA,3,2014
2085,4,1,0,NA,16,2014
2085,4,1,1,NA,2,2014
2085,5,1,0,NA,4,2014
2085,5,1,1,NA,1,2014
2085,9,2,0,NA,10,2014
2085,9,2,1,NA,1,2014
2085,9,1,0,NA,15,2014
2402,0,2,0,NA,333,2014
2402,0,2,1,NA,59,2014
2402,0,1,0,NA,610,2014
2402,0,1,1,NA,86,2014
2402,1,2,0,NA,95,2014
2402,1,2,1,NA,15,2014
2402,1,1,0,NA,145,2014
2402,1,1,1,NA,28,2014
2402,2,2,0,NA,122,2014
2402,2,2,1,NA,28,2014
2402,2,1,0,NA,246,2014
2402,2,1,1,NA,58,2014
2402,3,2,0,NA,180,2014
2402,3,2,1,NA,46,2014
2402,3,1,0,NA,348,2014
2402,3,1,1,NA,92,2014
2402,4,2,0,NA,9,2014
2402,4,2,1,NA,1,2014
2402,4,1,0,NA,16,2014
2402,4,1,1,NA,9,2014
2402,5,2,0,NA,4,2014
2402,5,2,1,NA,3,2014
2402,5,1,0,NA,6,2014
2402,5,1,1,NA,1,2014
2402,9,2,0,NA,78,2014
2402,9,2,1,NA,8,2014
2402,9,1,0,NA,177,2014
2402,9,1,1,NA,8,2014
2427,0,2,0,NA,7,2014
2427,0,2,1,NA,1,2014
2427,0,1,0,NA,7,2014
2427,0,1,1,NA,1,2014
2427,1,2,0,NA,12,2014
2427,1,2,1,NA,5,2014
2427,1,1,0,NA,18,2014
2427,1,1,1,NA,1,2014
2427,2,2,0,NA,9,2014
2427,2,2,1,NA,4,2014
2427,2,1,0,NA,19,2014
2427,2,1,1,NA,5,2014
2427,3,2,0,NA,49,2014
2427,3,2,1,NA,20,2014
2427,3,1,0,NA,47,2014
2427,3,1,1,NA,24,2014
2427,9,2,0,NA,14,2014
2427,9,2,1,NA,1,2014
2427,9,1,0,NA,22,2014
2427,9,1,1,NA,1,2014
2470,0,2,0,NA,31,2014
2470,0,1,0,NA,48,2014
2470,0,1,1,NA,5,2014
2470,1,2,0,NA,11,2014
2470,1,2,1,NA,3,2014
2470,1,1,0,NA,43,2014
2470,2,2,0,NA,39,2014
2470,2,1,0,NA,50,2014
2470,2,1,1,NA,1,2014
2470,3,2,0,NA,364,2014
2470,3,2,1,NA,34,2014
2470,3,1,0,NA,538,2014
2470,3,1,1,NA,86,2014
2470,4,2,0,NA,1,2014
2470,4,1,0,NA,4,2014
2470,4,1,1,NA,3,2014
2470,5,2,0,NA,1,2014
2470,5,1,0,NA,1,2014
2470,9,2,0,NA,7,2014
2470,9,2,1,NA,1,2014
2470,9,1,0,NA,8,2014
2500,0,2,0,NA,54,2014
2500,0,1,0,NA,27,2014
2500,0,1,1,NA,1,2014
2500,1,2,0,NA,7,2014
2500,1,1,0,NA,4,2014
2500,2,2,0,NA,17,2014
2500,2,1,0,NA,24,2014
2500,3,2,0,NA,19,2014
2500,3,1,0,NA,12,2014
2500,9,2,0,NA,3,2014
2500,9,1,0,NA,5,2014
2581,0,2,0,NA,26,2014
2581,0,2,1,NA,3,2014
2581,0,1,0,NA,110,2014
2581,0,1,1,NA,2,2014
2581,1,2,0,NA,6,2014
2581,1,1,0,NA,15,2014
2581,2,2,0,NA,12,2014
2581,2,2,1,NA,2,2014
2581,2,1,0,NA,41,2014
2581,2,1,1,NA,1,2014
2581,3,2,0,NA,699,2014
2581,3,2,1,NA,123,2014
2581,3,1,0,NA,1737,2014
2581,3,1,1,NA,270,2014
2581,4,2,0,NA,1,2014
2581,4,1,0,NA,6,2014
2581,5,2,0,NA,2,2014
2581,9,2,0,NA,11,2014
2581,9,1,0,NA,32,2014
2581,9,1,1,NA,1,2014
2969,0,1,0,NA,25,2014
2969,0,1,1,NA,4,2014
2969,1,1,0,NA,2,2014
2969,1,1,1,NA,1,2014
2969,2,2,0,NA,2,2014
2969,2,1,0,NA,10,2014
2969,3,2,0,NA,1,2014
2969,3,1,0,NA,16,2014
2969,9,2,0,NA,1,2014
2969,9,1,0,NA,7,2014
2969,9,1,1,NA,1,2014
3034,0,2,0,NA,1296,2014
3034,0,2,1,NA,75,2014
3034,0,1,0,NA,3745,2014
3034,0,1,1,NA,156,2014
3034,1,2,0,NA,139,2014
3034,1,2,1,NA,21,2014
3034,1,1,0,NA,341,2014
3034,1,1,1,NA,55,2014
3034,2,2,0,NA,98,2014
3034,2,2,1,NA,20,2014
3034,2,1,0,NA,223,2014
3034,2,1,1,NA,80,2014
3034,3,2,0,NA,207,2014
3034,3,2,1,NA,45,2014
3034,3,1,0,NA,544,2014
3034,3,1,1,NA,140,2014
3034,4,2,0,NA,15,2014
3034,4,2,1,NA,1,2014
3034,4,1,0,NA,37,2014
3034,4,1,1,NA,10,2014
3034,5,2,0,NA,2,2014
3034,5,1,0,NA,12,2014
3034,5,1,1,NA,3,2014
3034,9,2,0,NA,37,2014
3034,9,2,1,NA,6,2014
3034,9,1,0,NA,102,2014
3034,9,1,1,NA,7,2014
3216,0,1,0,NA,3,2014
3216,1,2,0,NA,3,2014
3216,1,1,0,NA,3,2014
3216,2,2,0,NA,4,2014
3216,2,2,1,NA,1,2014
3216,2,1,0,NA,2,2014
3216,2,1,1,NA,1,2014
3216,3,2,0,NA,14,2014
3216,3,2,1,NA,2,2014
3216,3,1,0,NA,24,2014
3216,3,1,1,NA,7,2014
3216,9,1,0,NA,2,2014
3270,0,2,0,NA,7,2014
3270,0,2,1,NA,2,2014
3270,0,1,0,NA,18,2014
3270,1,2,0,NA,9,2014
3270,1,2,1,NA,1,2014
3270,1,1,0,NA,9,2014
3270,2,2,0,NA,9,2014
3270,2,2,1,NA,3,2014
3270,2,1,0,NA,4,2014
3270,3,2,0,NA,13,2014
3270,3,2,1,NA,2,2014
3270,3,1,0,NA,13,2014
3270,4,2,0,NA,1,2014
3270,9,2,0,NA,122,2014
3270,9,2,1,NA,26,2014
3270,9,1,0,NA,115,2014
3270,9,1,1,NA,12,2014
3377,0,2,0,NA,64,2014
3377,0,2,1,NA,3,2014
3377,0,1,0,NA,231,2014
3377,0,1,1,0,1,2014
3377,0,1,1,NA,29,2014
3377,1,2,0,NA,4,2014
3377,1,1,0,NA,7,2014
3377,2,2,0,NA,22,2014
3377,2,1,0,NA,33,2014
3377,3,2,0,NA,8,2014
3377,3,1,0,NA,19,2014
3377,4,1,0,NA,2,2014
3377,5,1,0,NA,1,2014
3377,9,2,0,NA,7,2014
3377,9,1,0,NA,16,2014
3588,0,2,0,NA,47,2014
3588,0,1,0,NA,111,2014
3588,0,1,1,NA,2,2014
3588,1,2,0,NA,7,2014
3588,1,1,0,NA,13,2014
3588,2,2,0,NA,29,2014
3588,2,1,0,NA,46,2014
3588,3,2,0,NA,1601,2014
3588,3,2,1,NA,136,2014
3588,3,1,0,NA,4930,2014
3588,3,1,1,NA,427,2014
3588,4,2,0,NA,1,2014
3588,4,1,0,NA,5,2014
3588,9,2,0,NA,10,2014
3588,9,1,0,NA,46,2014
3774,0,1,0,NA,6,2014
3774,1,1,0,NA,1,2014
3774,2,2,0,NA,2,2014
3774,2,1,0,NA,3,2014
3774,3,2,0,NA,8,2014
3774,3,1,0,NA,65,2014
3774,9,1,0,NA,3,2014
3826,0,2,0,NA,233,2014
3826,0,1,0,NA,1098,2014
3826,0,1,1,NA,4,2014
3826,1,2,0,NA,3,2014
3826,1,1,0,NA,11,2014
3826,2,2,0,NA,9,2014
3826,2,1,0,NA,37,2014
3826,3,2,0,NA,78,2014
3826,3,2,1,NA,1,2014
3826,3,1,0,NA,181,2014
3826,4,2,0,NA,1,2014
3826,4,1,0,NA,2,2014
3826,9,2,0,NA,14,2014
3826,9,1,0,NA,71,2014
3847,0,2,0,NA,361,2014
3847,0,2,1,NA,22,2014
3847,0,1,0,NA,589,2014
3847,0,1,1,NA,36,2014
3847,1,2,0,NA,11,2014
3847,1,1,0,NA,17,2014
3847,2,2,0,NA,5,2014
3847,2,1,0,NA,7,2014
3847,3,2,0,NA,9,2014
3847,3,1,0,NA,10,2014
3847,9,2,0,NA,12,2014
3847,9,2,1,NA,20,2014
3847,9,1,0,NA,20,2014
3847,9,1,1,NA,34,2014
3962,0,2,0,NA,55,2014
3962,0,2,1,NA,2,2014
3962,0,1,0,NA,20,2014
3962,0,1,1,NA,2,2014
3962,1,2,0,NA,271,2014
3962,1,2,1,NA,17,2014
3962,1,1,0,NA,55,2014
3962,2,2,0,NA,157,2014
3962,2,2,1,NA,9,2014
3962,2,1,0,NA,67,2014
3962,2,1,1,NA,3,2014
3962,3,2,0,NA,657,2014
3962,3,2,1,NA,33,2014
3962,3,1,0,NA,217,2014
3962,3,1,1,NA,1,2014
3962,4,2,0,NA,8,2014
3962,4,1,0,NA,2,2014
3962,9,2,0,NA,14,2014
3962,9,2,1,NA,1,2014
3962,9,1,0,NA,2,2014
4460,0,2,0,NA,35,2014
4460,0,1,0,NA,26,2014
4460,1,2,0,NA,4,2014
4460,1,2,1,NA,1,2014
4460,1,1,0,NA,2,2014
4460,2,2,0,NA,10,2014
4460,2,1,0,NA,11,2014
4460,2,1,1,NA,1,2014
4460,3,2,0,NA,897,2014
4460,3,2,1,NA,49,2014
4460,3,1,0,NA,1033,2014
4460,3,1,1,NA,156,2014
4460,4,2,0,NA,1,2014
4460,4,1,0,NA,1,2014
4460,4,1,1,NA,1,2014
4460,9,2,0,NA,5,2014
4460,9,1,0,NA,8,2014
4460,9,1,1,NA,1,2014
4538,0,1,0,NA,3,2014
4538,2,2,0,NA,1,2014
4538,2,1,1,NA,1,2014
4538,3,1,0,NA,1,2014
4538,3,1,1,NA,6,2014
4538,9,1,1,NA,1,2014
40,0,2,0,0,3,2015
40,0,2,0,1,4,2015
40,0,2,0,NA,622,2015
40,0,2,1,NA,89,2015
40,0,1,0,0,3,2015
40,0,1,0,1,11,2015
40,0,1,0,NA,1221,2015
40,0,1,1,1,1,2015
40,0,1,1,NA,176,2015
40,1,2,0,NA,150,2015
40,1,2,1,NA,1,2015
40,1,1,0,1,1,2015
40,1,1,0,NA,196,2015
40,2,2,0,0,8,2015
40,2,2,0,1,17,2015
40,2,2,0,NA,568,2015
40,2,2,1,NA,12,2015
40,2,1,0,0,12,2015
40,2,1,0,1,49,2015
40,2,1,0,NA,1109,2015
40,2,1,1,1,1,2015
40,2,1,1,NA,29,2015
40,3,2,0,0,1,2015
40,3,2,0,1,8,2015
40,3,2,0,NA,391,2015
40,3,2,1,NA,5,2015
40,3,1,0,0,3,2015
40,3,1,0,1,20,2015
40,3,1,0,NA,787,2015
40,3,1,1,NA,3,2015
40,4,2,0,NA,6,2015
40,4,1,0,NA,6,2015
40,5,2,0,1,4,2015
40,5,2,0,NA,17,2015
40,5,1,0,0,2,2015
40,5,1,0,1,6,2015
40,5,1,0,NA,25,2015
152,0,2,0,NA,56,2015
152,0,2,1,NA,25,2015
152,0,1,0,NA,98,2015
152,0,1,1,NA,73,2015
152,1,2,0,NA,49,2015
152,1,1,0,NA,60,2015
152,1,1,1,NA,1,2015
152,2,2,0,NA,28,2015
152,2,1,0,NA,26,2015
152,2,1,1,NA,2,2015
152,3,2,0,NA,56,2015
152,3,2,1,NA,1,2015
152,3,1,0,NA,100,2015
152,3,1,1,NA,3,2015
152,4,2,0,NA,73,2015
152,4,1,0,NA,109,2015
152,4,1,1,NA,2,2015
152,5,2,0,NA,3,2015
152,5,1,0,NA,3,2015
152,9,2,0,NA,102,2015
152,9,2,1,NA,30,2015
152,9,1,0,NA,144,2015
152,9,1,1,NA,33,2015
385,0,2,0,NA,4418,2015
385,0,2,1,NA,147,2015
385,0,1,0,NA,5116,2015
385,0,1,1,NA,201,2015
385,1,2,0,NA,1011,2015
385,1,2,1,NA,7,2015
385,1,1,0,NA,1171,2015
385,1,1,1,NA,5,2015
385,2,2,0,NA,609,2015
385,2,2,1,NA,6,2015
385,2,1,0,NA,737,2015
385,2,1,1,NA,6,2015
385,3,2,0,NA,2000,2015
385,3,2,1,NA,16,2015
385,3,1,0,NA,2417,2015
385,3,1,1,NA,25,2015
385,4,2,0,NA,205,2015
385,4,1,0,NA,250,2015
385,5,2,0,NA,10,2015
385,5,2,1,NA,1,2015
385,5,1,0,NA,9,2015
385,9,2,0,NA,3132,2015
385,9,2,1,NA,652,2015
385,9,1,0,NA,3173,2015
385,9,1,1,NA,998,2015
396,0,2,0,NA,379,2015
396,0,2,1,NA,12,2015
396,0,1,0,NA,427,2015
396,0,1,1,NA,16,2015
396,1,2,0,NA,283,2015
396,1,2,1,NA,2,2015
396,1,1,0,NA,384,2015
396,1,1,1,NA,14,2015
396,2,2,0,NA,370,2015
396,2,2,1,NA,11,2015
396,2,1,0,NA,567,2015
396,2,1,1,NA,15,2015
396,3,2,0,NA,621,2015
396,3,2,1,NA,34,2015
396,3,1,0,NA,1054,2015
396,3,1,1,NA,37,2015
396,4,2,0,NA,27,2015
396,4,1,0,NA,62,2015
396,4,1,1,NA,2,2015
396,5,2,0,NA,7,2015
396,5,1,0,NA,8,2015
396,9,2,0,NA,846,2015
396,9,2,1,NA,195,2015
396,9,1,0,NA,1390,2015
396,9,1,1,NA,400,2015
399,0,2,0,NA,161,2015
399,0,1,0,NA,25,2015
399,1,2,0,NA,58,2015
399,1,2,1,NA,3,2015
399,1,1,0,NA,22,2015
399,1,1,1,NA,1,2015
399,2,2,0,NA,126,2015
399,2,2,1,NA,3,2015
399,2,1,0,NA,27,2015
399,2,1,1,NA,2,2015
399,3,2,0,NA,246,2015
399,3,2,1,NA,7,2015
399,3,1,0,NA,52,2015
399,3,1,1,NA,1,2015
399,4,2,0,NA,8,2015
399,4,1,0,NA,4,2015
399,5,2,0,NA,1,2015
399,5,1,0,NA,1,2015
399,9,2,0,NA,60,2015
399,9,2,1,NA,1,2015
