"CO_IES","TP_COR_RACA","TP_SEXO","IN_CONCLUINTE","IN_APOIO_BOLSA_PERMANENCIA","value","ANO_CENSO_SUP"
2076,4,1,0,NA,11,2011
2076,4,1,1,NA,5,2011
2076,5,2,0,NA,3,2011
2076,5,2,1,NA,1,2011
2076,5,1,0,NA,2,2011
2076,5,1,1,NA,4,2011
2076,9,2,0,NA,324,2011
2076,9,2,1,NA,10,2011
2076,9,1,0,NA,348,2011
2076,9,1,1,NA,8,2011
2085,0,2,0,NA,634,2011
2085,0,2,1,NA,70,2011
2085,0,1,0,NA,960,2011
2085,0,1,1,NA,112,2011
2085,1,2,0,NA,89,2011
2085,1,2,1,NA,1,2011
2085,1,1,0,NA,60,2011
2085,2,2,0,NA,125,2011
2085,2,2,1,NA,1,2011
2085,2,1,0,NA,89,2011
2085,2,1,1,NA,1,2011
2085,3,2,0,NA,252,2011
2085,3,2,1,NA,2,2011
2085,3,1,0,NA,141,2011
2085,3,1,1,NA,2,2011
2085,4,2,0,NA,17,2011
2085,4,1,0,NA,28,2011
2085,4,1,1,NA,5,2011
2085,5,2,0,NA,4,2011
2085,5,1,0,NA,4,2011
2085,9,2,0,NA,62,2011
2085,9,2,1,NA,1,2011
2085,9,1,0,NA,68,2011
2402,0,2,0,NA,451,2011
2402,0,2,1,NA,56,2011
2402,0,1,0,NA,797,2011
2402,0,1,1,NA,117,2011
2402,1,2,0,NA,101,2011
2402,1,2,1,NA,16,2011
2402,1,1,0,NA,183,2011
2402,1,1,1,NA,48,2011
2402,2,2,0,NA,201,2011
2402,2,2,1,NA,36,2011
2402,2,1,0,NA,371,2011
2402,2,1,1,NA,83,2011
2402,3,2,0,NA,314,2011
2402,3,2,1,NA,56,2011
2402,3,1,0,NA,615,2011
2402,3,1,1,NA,120,2011
2402,4,2,0,NA,17,2011
2402,4,2,1,NA,3,2011
2402,4,1,0,NA,55,2011
2402,4,1,1,NA,11,2011
2402,5,2,0,NA,10,2011
2402,5,1,0,NA,7,2011
2402,5,1,1,NA,3,2011
2402,9,2,0,NA,43,2011
2402,9,2,1,NA,4,2011
2402,9,1,0,NA,57,2011
2402,9,1,1,NA,7,2011
2470,0,2,0,NA,338,2011
2470,0,2,1,NA,9,2011
2470,0,1,0,NA,515,2011
2470,0,1,1,NA,7,2011
2470,1,2,0,NA,28,2011
2470,1,1,0,NA,37,2011
2470,2,2,0,NA,29,2011
2470,2,1,0,NA,61,2011
2470,2,1,1,NA,1,2011
2470,3,2,0,NA,60,2011
2470,3,1,0,NA,120,2011
2470,3,1,1,NA,3,2011
2470,4,2,0,NA,4,2011
2470,4,1,0,NA,9,2011
2470,5,1,0,NA,3,2011
2470,9,2,0,NA,17,2011
2470,9,1,0,NA,25,2011
2500,0,2,0,NA,54,2011
2500,0,1,0,NA,24,2011
2500,1,2,0,NA,7,2011
2500,1,1,0,NA,2,2011
2500,2,2,0,NA,10,2011
2500,2,1,0,NA,3,2011
2500,3,2,0,NA,17,2011
2500,3,1,0,NA,10,2011
2500,9,2,0,NA,4,2011
2500,9,1,0,NA,4,2011
2581,0,2,0,NA,27,2011
2581,0,1,0,NA,60,2011
2581,1,2,0,NA,2,2011
2581,1,1,0,NA,2,2011
2581,2,2,0,NA,7,2011
2581,2,1,0,NA,8,2011
2581,3,2,0,NA,641,2011
2581,3,2,1,NA,7,2011
2581,3,1,0,NA,1478,2011
2581,3,1,1,NA,12,2011
2581,4,1,0,NA,3,2011
2581,9,2,0,NA,59,2011
2581,9,1,0,NA,87,2011
2598,0,2,0,NA,2,2011
2598,0,1,0,NA,7,2011
2598,2,2,0,NA,13,2011
2598,2,1,0,NA,1,2011
2598,3,2,0,NA,7,2011
2598,3,1,0,NA,2,2011
2969,0,2,0,NA,1,2011
2969,0,1,0,NA,9,2011
2969,1,1,0,NA,1,2011
2969,2,1,0,NA,1,2011
2969,3,1,0,NA,3,2011
2969,4,2,0,NA,1,2011
2969,9,2,0,NA,2,2011
2969,9,1,0,NA,6,2011
3034,0,2,0,NA,65,2011
3034,0,2,1,NA,1,2011
3034,0,1,0,NA,166,2011
3034,0,1,1,NA,3,2011
3034,1,2,0,NA,184,2011
3034,1,2,1,NA,13,2011
3034,1,1,0,NA,419,2011
3034,1,1,1,NA,35,2011
3034,2,2,0,NA,214,2011
3034,2,2,1,NA,15,2011
3034,2,1,0,NA,593,2011
3034,2,1,1,NA,46,2011
3034,3,2,0,NA,343,2011
3034,3,2,1,NA,20,2011
3034,3,1,0,NA,924,2011
3034,3,1,1,NA,62,2011
3034,4,2,0,NA,29,2011
3034,4,2,1,NA,1,2011
3034,4,1,0,NA,76,2011
3034,4,1,1,NA,5,2011
3034,5,2,0,NA,5,2011
3034,5,2,1,NA,1,2011
3034,5,1,0,NA,25,2011
3034,5,1,1,NA,1,2011
3034,9,2,0,NA,574,2011
3034,9,2,1,NA,37,2011
3034,9,1,0,NA,1301,2011
3034,9,1,1,NA,38,2011
3216,0,2,0,NA,14,2011
3216,3,2,0,NA,51,2011
3216,9,2,0,NA,7,2011
3216,9,1,0,NA,1,2011
3270,0,2,0,NA,8,2011
3270,0,2,1,NA,2,2011
3270,0,1,0,NA,15,2011
3270,1,2,0,NA,5,2011
3270,1,1,0,NA,2,2011
3270,2,2,0,NA,4,2011
3270,3,2,0,NA,6,2011
3270,3,2,1,NA,3,2011
3270,3,1,0,NA,5,2011
3270,4,1,0,NA,1,2011
3270,9,2,0,NA,169,2011
3270,9,2,1,NA,36,2011
3270,9,1,0,NA,142,2011
3270,9,1,1,NA,11,2011
3377,0,2,0,NA,107,2011
3377,0,2,1,NA,1,2011
3377,0,1,0,NA,353,2011
3377,0,1,1,NA,3,2011
3377,1,1,0,NA,2,2011
3377,2,1,0,NA,1,2011
3377,3,2,0,NA,1,2011
3377,3,1,0,NA,10,2011
3377,9,2,0,NA,1,2011
3377,9,1,0,NA,7,2011
3588,0,2,0,NA,61,2011
3588,0,2,1,NA,15,2011
3588,0,1,0,NA,165,2011
3588,0,1,1,NA,112,2011
3588,1,2,0,NA,11,2011
3588,1,2,1,NA,3,2011
3588,1,1,0,NA,24,2011
3588,1,1,1,NA,19,2011
3588,2,2,0,NA,21,2011
3588,2,2,1,NA,10,2011
3588,2,1,0,NA,60,2011
3588,2,1,1,NA,44,2011
3588,3,2,0,NA,1287,2011
3588,3,2,1,NA,14,2011
3588,3,1,0,NA,3216,2011
3588,3,1,1,NA,134,2011
3588,4,2,0,NA,2,2011
3588,4,1,0,NA,8,2011
3588,5,1,0,NA,1,2011
3588,5,1,1,NA,2,2011
3588,9,2,0,NA,59,2011
3588,9,2,1,NA,8,2011
3588,9,1,0,NA,86,2011
3588,9,1,1,NA,18,2011
3774,0,2,0,NA,14,2011
3774,0,2,1,NA,1,2011
3774,0,1,0,NA,33,2011
3774,0,1,1,NA,11,2011
3774,1,2,0,NA,1,2011
3774,1,1,0,NA,1,2011
3774,2,2,0,NA,3,2011
3774,2,2,1,NA,2,2011
3774,2,1,0,NA,11,2011
3774,3,2,0,NA,244,2011
3774,3,2,1,NA,2,2011
3774,3,1,0,NA,833,2011
3774,3,1,1,NA,2,2011
3774,4,2,0,NA,1,2011
3774,4,1,0,NA,3,2011
3774,9,2,0,NA,10,2011
3774,9,2,1,NA,2,2011
3774,9,1,0,NA,18,2011
3774,9,1,1,NA,8,2011
3826,0,2,0,NA,31,2011
3826,0,2,1,NA,1,2011
3826,0,1,0,NA,86,2011
3826,0,1,1,NA,2,2011
3826,1,2,0,NA,3,2011
3826,1,1,0,NA,10,2011
3826,2,2,0,NA,2,2011
3826,2,1,0,NA,16,2011
3826,3,2,0,NA,352,2011
3826,3,2,1,NA,62,2011
3826,3,1,0,NA,1052,2011
3826,3,1,1,NA,252,2011
3826,4,2,0,NA,1,2011
3826,4,1,0,NA,1,2011
3826,9,2,0,NA,22,2011
3826,9,1,0,NA,71,2011
3826,9,1,1,NA,1,2011
3847,0,2,0,NA,36,2011
3847,0,1,0,NA,41,2011
3847,0,1,1,NA,1,2011
3847,1,2,0,NA,7,2011
3847,1,1,0,NA,12,2011
3847,2,1,0,NA,3,2011
3847,3,2,0,NA,10,2011
3847,3,1,0,NA,7,2011
3847,9,2,0,1,1,2011
3847,9,2,0,NA,354,2011
3847,9,2,1,NA,15,2011
3847,9,1,0,1,1,2011
3847,9,1,0,NA,559,2011
3847,9,1,1,NA,14,2011
3962,0,2,0,NA,35,2011
3962,0,2,1,NA,6,2011
3962,0,1,0,NA,12,2011
3962,1,2,0,NA,108,2011
3962,1,2,1,NA,1,2011
3962,1,1,0,NA,20,2011
3962,1,1,1,NA,1,2011
3962,2,2,0,NA,122,2011
3962,2,2,1,NA,4,2011
3962,2,1,0,NA,33,2011
3962,2,1,1,NA,3,2011
3962,3,2,0,NA,376,2011
3962,3,2,1,NA,15,2011
3962,3,1,0,NA,66,2011
3962,3,1,1,NA,10,2011
3962,4,2,0,NA,1,2011
3962,4,2,1,NA,1,2011
3962,4,1,0,NA,1,2011
3962,9,2,0,NA,46,2011
3962,9,2,1,NA,4,2011
3962,9,1,0,NA,12,2011
3962,9,1,1,NA,1,2011
4460,0,2,0,NA,63,2011
4460,0,1,0,NA,25,2011
4460,1,2,0,NA,6,2011
4460,1,1,0,NA,1,2011
4460,2,2,0,NA,1,2011
4460,2,1,0,NA,6,2011
4460,3,2,0,NA,289,2011
4460,3,1,0,NA,356,2011
4460,4,1,0,NA,1,2011
4460,9,2,0,NA,14,2011
4460,9,1,0,NA,6,2011
4538,0,1,0,NA,5,2011
4538,1,1,0,NA,5,2011
4538,1,1,1,NA,3,2011
4538,2,2,0,NA,1,2011
4538,2,1,0,NA,12,2011
4538,2,1,1,NA,5,2011
4538,3,2,0,NA,1,2011
4538,3,1,0,NA,23,2011
4538,3,1,1,NA,6,2011
4538,4,1,0,NA,1,2011
4538,5,2,1,NA,1,2011
4538,9,2,0,NA,1,2011
4538,9,1,0,NA,13,2011
4538,9,1,1,NA,5,2011
40,0,2,0,NA,170,2012
40,0,2,1,NA,13,2012
40,0,1,0,NA,268,2012
40,0,1,1,NA,31,2012
40,1,2,0,NA,7,2012
40,1,2,1,NA,1,2012
40,1,1,0,NA,6,2012
40,2,2,0,NA,9,2012
40,2,1,0,NA,9,2012
40,2,1,1,NA,1,2012
40,3,2,0,NA,19,2012
40,3,2,1,NA,1,2012
40,3,1,0,NA,27,2012
40,3,1,1,NA,1,2012
40,4,2,0,NA,3,2012
40,4,1,0,NA,1,2012
40,5,2,0,NA,2,2012
40,5,1,0,NA,1,2012
40,9,2,0,NA,1502,2012
40,9,2,1,NA,233,2012
40,9,1,0,NA,2701,2012
40,9,1,1,NA,508,2012
152,0,2,0,NA,182,2012
152,0,2,1,NA,3,2012
152,0,1,0,NA,330,2012
152,0,1,1,NA,8,2012
152,1,2,0,NA,5,2012
152,1,1,0,NA,4,2012
152,2,2,0,NA,2,2012
152,2,1,0,NA,7,2012
152,3,2,0,NA,19,2012
152,3,2,1,NA,6,2012
152,3,1,0,NA,24,2012
152,3,1,1,NA,11,2012
152,4,2,0,NA,2,2012
152,4,1,0,NA,1,2012
152,9,2,0,NA,231,2012
152,9,2,1,NA,84,2012
152,9,1,0,NA,237,2012
152,9,1,1,NA,107,2012
385,0,2,0,NA,353,2012
385,0,2,1,NA,3,2012
385,0,1,0,NA,318,2012
385,0,1,1,NA,17,2012
385,1,2,0,NA,79,2012
385,1,2,1,NA,3,2012
385,1,1,0,NA,50,2012
385,1,1,1,NA,1,2012
385,2,2,0,NA,24,2012
385,2,1,0,NA,18,2012
385,2,1,1,NA,1,2012
385,3,2,0,NA,82,2012
385,3,1,0,NA,68,2012
385,3,1,1,NA,1,2012
385,4,2,0,NA,4,2012
385,4,1,0,NA,3,2012
385,5,1,0,NA,1,2012
385,9,2,0,NA,6511,2012
385,9,2,1,NA,636,2012
385,9,1,0,NA,6041,2012
385,9,1,1,NA,717,2012
396,0,2,0,NA,4,2012
396,1,2,0,NA,2,2012
396,1,2,1,NA,1,2012
396,1,1,0,NA,8,2012
396,2,2,0,NA,4,2012
396,2,1,0,NA,8,2012
396,3,2,0,NA,388,2012
396,3,2,1,NA,125,2012
396,3,1,0,NA,310,2012
396,3,1,1,NA,165,2012
396,4,2,0,NA,4,2012
396,4,1,0,NA,3,2012
396,9,2,0,NA,1833,2012
396,9,2,1,NA,92,2012
396,9,1,0,NA,2536,2012
396,9,1,1,NA,106,2012
399,0,2,0,NA,148,2012
399,0,1,0,NA,27,2012
399,1,2,0,NA,43,2012
399,1,2,1,NA,8,2012
399,1,1,0,NA,19,2012
399,1,1,1,NA,1,2012
399,2,2,0,NA,56,2012
399,2,2,1,NA,2,2012
399,2,1,0,NA,16,2012
399,2,1,1,NA,1,2012
399,3,2,0,NA,130,2012
399,3,2,1,NA,8,2012
399,3,1,0,NA,27,2012
399,4,2,0,NA,7,2012
399,4,1,0,NA,2,2012
399,9,2,0,NA,63,2012
399,9,1,0,NA,15,2012
519,0,2,0,NA,370,2012
519,0,2,1,NA,44,2012
519,0,1,0,NA,397,2012
519,0,1,1,NA,27,2012
519,1,2,0,NA,872,2012
519,1,2,1,NA,69,2012
519,1,1,0,NA,921,2012
519,1,1,1,NA,136,2012
519,2,2,0,NA,618,2012
519,2,2,1,NA,48,2012
519,2,1,0,NA,782,2012
519,2,1,1,NA,79,2012
519,3,2,0,NA,1264,2012
519,3,2,1,NA,124,2012
519,3,1,0,NA,1599,2012
519,3,1,1,NA,205,2012
519,4,2,0,NA,38,2012
519,4,2,1,NA,2,2012
519,4,1,0,NA,64,2012
519,4,1,1,NA,2,2012
519,5,2,0,NA,6,2012
519,5,2,1,NA,1,2012
519,5,1,0,NA,18,2012
519,5,1,1,NA,1,2012
519,9,2,0,0,2,2012
519,9,2,0,NA,2243,2012
519,9,2,1,NA,546,2012
519,9,1,0,0,1,2012
519,9,1,0,NA,2306,2012
519,9,1,1,NA,754,2012
534,0,2,0,NA,50,2012
534,0,1,0,NA,117,2012
534,0,1,1,NA,5,2012
534,1,2,0,NA,3,2012
534,1,1,0,NA,9,2012
534,2,2,0,NA,1,2012
534,2,1,0,NA,2,2012
534,3,2,0,NA,3,2012
534,3,1,0,NA,9,2012
534,4,1,0,NA,1,2012
534,9,2,0,NA,699,2012
534,9,2,1,NA,145,2012
534,9,1,0,NA,1702,2012
534,9,1,1,NA,394,2012
578,0,2,0,0,441,2012
578,0,2,0,1,235,2012
578,0,2,0,NA,12971,2012
578,0,2,1,0,26,2012
578,0,2,1,1,12,2012
578,0,2,1,NA,1105,2012
578,0,1,0,0,619,2012
578,0,1,0,1,406,2012
578,0,1,0,NA,14948,2012
578,0,1,1,0,49,2012
578,0,1,1,1,37,2012
578,0,1,1,NA,1320,2012
578,1,2,0,0,4,2012
578,1,2,0,NA,131,2012
578,1,2,1,0,1,2012
578,1,2,1,NA,40,2012
578,1,1,0,0,5,2012
578,1,1,0,1,4,2012
578,1,1,0,NA,135,2012
578,1,1,1,NA,45,2012
578,2,2,0,0,4,2012
578,2,2,0,1,1,2012
578,2,2,0,NA,74,2012
578,2,2,1,0,2,2012
578,2,2,1,NA,26,2012
578,2,1,0,0,3,2012
578,2,1,0,1,4,2012
578,2,1,0,NA,70,2012
578,2,1,1,0,4,2012
578,2,1,1,1,1,2012
578,2,1,1,NA,17,2012
578,3,2,0,0,18,2012
578,3,2,0,1,10,2012
578,3,2,0,NA,285,2012
578,3,2,1,0,4,2012
578,3,2,1,1,2,2012
578,3,2,1,NA,99,2012
578,3,1,0,0,13,2012
578,3,1,0,1,11,2012
578,3,1,0,NA,268,2012
578,3,1,1,1,1,2012
578,3,1,1,NA,113,2012
578,4,2,1,NA,1,2012
578,4,1,0,NA,10,2012
578,4,1,1,NA,1,2012
578,9,2,0,0,1,2012
578,9,2,0,NA,134,2012
578,9,2,1,NA,1,2012
578,9,1,0,0,3,2012
578,9,1,0,1,2,2012
578,9,1,0,NA,95,2012
578,9,1,1,NA,1,2012
599,0,2,0,NA,1030,2012
599,0,2,1,NA,56,2012
599,0,1,0,NA,518,2012
599,0,1,1,NA,48,2012
599,1,2,0,NA,8,2012
599,1,1,0,NA,6,2012
599,2,2,0,NA,5,2012
599,2,1,0,NA,1,2012
599,3,2,0,NA,7,2012
599,3,1,0,NA,6,2012
599,9,2,0,NA,43,2012
599,9,1,0,NA,13,2012
599,9,1,1,NA,1,2012
663,0,2,0,NA,36,2012
663,0,1,0,NA,45,2012
663,1,2,0,NA,3,2012
663,1,1,0,NA,6,2012
663,2,2,0,NA,4,2012
663,2,1,0,NA,4,2012
663,3,2,0,NA,15,2012
663,3,2,1,NA,1,2012
663,3,1,0,NA,28,2012
663,3,1,1,NA,1,2012
663,4,2,0,NA,2,2012
663,4,1,0,NA,3,2012
663,5,2,0,NA,1,2012
663,9,2,0,NA,802,2012
663,9,2,1,NA,46,2012
663,9,1,0,NA,1196,2012
663,9,1,1,NA,80,2012
977,0,2,0,NA,36,2012
977,0,1,0,NA,109,2012
977,0,1,1,NA,1,2012
977,1,2,0,NA,2,2012
977,1,1,0,NA,18,2012
977,2,2,0,NA,5,2012
977,2,2,1,NA,1,2012
977,2,1,0,NA,15,2012
977,3,2,0,NA,44,2012
977,3,2,1,NA,3,2012
977,3,1,0,NA,177,2012
977,3,1,1,NA,8,2012
977,4,2,0,NA,2,2012
977,4,1,0,NA,3,2012
977,9,2,0,NA,68,2012
977,9,1,0,NA,211,2012
1055,0,2,0,NA,63,2012
1055,0,1,0,NA,72,2012
1055,1,2,0,NA,47,2012
1055,1,2,1,NA,2,2012
1055,1,1,0,NA,71,2012
1055,2,2,0,NA,54,2012
1055,2,2,1,NA,2,2012
1055,2,1,0,NA,87,2012
1055,3,2,0,NA,96,2012
1055,3,2,1,NA,5,2012
1055,3,1,0,NA,211,2012
1055,3,1,1,NA,9,2012
1055,4,2,0,NA,5,2012
1055,4,1,0,NA,16,2012
1055,5,1,0,NA,2,2012
1055,9,2,0,NA,983,2012
1055,9,2,1,NA,27,2012
1055,9,1,0,NA,1536,2012
1055,9,1,1,NA,58,2012
1058,0,2,0,0,2151,2012
1058,0,2,0,NA,3054,2012
1058,0,2,1,0,221,2012
1058,0,2,1,NA,365,2012
1058,0,1,0,0,2564,2012
1058,0,1,0,NA,4499,2012
1058,0,1,1,0,277,2012
1058,0,1,1,NA,811,2012
1058,1,2,0,0,35,2012
1058,1,2,0,NA,36,2012
1058,1,2,1,0,2,2012
1058,1,2,1,NA,1,2012
1058,1,1,0,0,36,2012
1058,1,1,0,NA,36,2012
1058,1,1,1,0,3,2012
1058,2,2,0,0,35,2012
1058,2,2,0,NA,26,2012
1058,2,1,0,0,42,2012
1058,2,1,0,NA,29,2012
1058,2,1,1,0,1,2012
1058,3,2,0,0,110,2012
1058,3,2,0,NA,74,2012
1058,3,2,1,0,3,2012
1058,3,2,1,NA,2,2012
1058,3,1,0,0,198,2012
1058,3,1,0,NA,116,2012
1058,3,1,1,0,3,2012
1058,3,1,1,NA,1,2012
1058,4,2,0,0,8,2012
1058,4,2,0,NA,8,2012
1058,4,1,0,0,7,2012
1058,4,1,0,NA,3,2012
1058,5,2,0,NA,1,2012
1058,5,1,0,0,3,2012
1058,9,2,0,0,108,2012
1058,9,2,0,NA,170,2012
1058,9,2,1,0,5,2012
1058,9,2,1,NA,9,2012
1058,9,1,0,0,131,2012
1058,9,1,0,NA,193,2012
1058,9,1,1,0,4,2012
1058,9,1,1,NA,6,2012
1123,0,2,0,NA,209,2012
1123,0,2,1,NA,49,2012
1123,0,1,0,1,6,2012
1123,0,1,0,NA,197,2012
1123,0,1,1,NA,47,2012
1123,1,2,0,NA,11,2012
1123,1,2,1,NA,2,2012
1123,1,1,0,NA,4,2012
1123,1,1,1,NA,3,2012
1123,2,2,0,NA,9,2012
1123,2,2,1,NA,2,2012
1123,2,1,0,NA,4,2012
1123,2,1,1,NA,7,2012
1123,3,2,0,NA,19,2012
1123,3,2,1,NA,3,2012
1123,3,1,0,NA,17,2012
1123,3,1,1,NA,7,2012
1123,4,2,0,NA,2,2012
1123,4,2,1,NA,1,2012
1123,4,1,0,NA,2,2012
1123,4,1,1,NA,1,2012
1123,5,2,0,NA,1,2012
1123,9,2,0,NA,62,2012
1123,9,2,1,NA,8,2012
1123,9,1,0,NA,36,2012
1123,9,1,1,NA,19,2012
1185,0,2,0,NA,291,2012
1185,0,2,1,NA,13,2012
1185,0,1,0,NA,373,2012
1185,0,1,1,NA,21,2012
1185,1,2,0,NA,964,2012
1185,1,2,1,NA,119,2012
1185,1,1,0,NA,1013,2012
1185,1,1,1,NA,182,2012
1185,2,2,0,NA,1650,2012
1185,2,2,1,NA,215,2012
1185,2,1,0,NA,2524,2012
1185,2,1,1,NA,395,2012
1185,3,2,0,NA,2204,2012
1185,3,2,1,NA,266,2012
1185,3,1,0,NA,3285,2012
1185,3,1,1,NA,539,2012
1185,4,2,0,NA,1052,2012
1185,4,2,1,NA,291,2012
1185,4,1,0,NA,1569,2012
1185,4,1,1,NA,624,2012
1185,5,2,0,NA,45,2012
1185,5,2,1,NA,4,2012
1185,5,1,0,NA,52,2012
1185,5,1,1,NA,7,2012
1185,9,2,0,NA,3374,2012
1185,9,2,1,NA,318,2012
1185,9,1,0,NA,4597,2012
1185,9,1,1,NA,608,2012
1302,0,2,0,NA,563,2012
1302,0,2,1,NA,132,2012
1302,0,1,0,NA,781,2012
1302,0,1,1,NA,67,2012
1302,1,2,0,NA,114,2012
1302,1,2,1,NA,58,2012
1302,1,1,0,NA,76,2012
1302,1,1,1,NA,73,2012
1302,2,2,0,NA,28,2012
1302,2,2,1,NA,19,2012
1302,2,1,0,NA,27,2012
1302,2,1,1,NA,15,2012
1302,3,2,0,NA,114,2012
1302,3,2,1,NA,106,2012
1302,3,1,0,NA,139,2012
1302,3,1,1,NA,107,2012
1302,4,2,0,NA,11,2012
1302,4,2,1,NA,4,2012
1302,4,1,0,NA,7,2012
1302,4,1,1,NA,4,2012
1302,5,2,0,NA,10,2012
1302,5,2,1,NA,3,2012
1302,5,1,0,NA,4,2012
1302,5,1,1,NA,8,2012
1302,9,2,0,NA,95,2012
1302,9,2,1,NA,17,2012
1302,9,1,0,NA,129,2012
1302,9,1,1,NA,9,2012
1363,0,2,0,NA,170,2012
1363,0,2,1,NA,8,2012
1363,0,1,0,NA,442,2012
1363,0,1,1,NA,19,2012
1363,1,2,0,NA,4,2012
1363,1,1,0,NA,4,2012
1363,1,1,1,NA,1,2012
1363,2,1,0,NA,6,2012
1363,3,2,0,NA,14,2012
1363,3,2,1,NA,2,2012
1363,3,1,0,NA,27,2012
1363,3,1,1,NA,10,2012
1363,4,1,0,NA,1,2012
1363,9,2,0,NA,203,2012
1363,9,2,1,NA,112,2012
1363,9,1,0,NA,336,2012
1363,9,1,1,NA,273,2012
1394,0,2,0,NA,45,2012
1394,0,2,1,NA,1,2012
1394,0,1,0,NA,50,2012
1394,1,2,0,NA,5,2012
1394,1,1,0,NA,14,2012
1394,2,2,0,NA,8,2012
1394,2,1,0,NA,10,2012
1394,3,2,0,NA,17,2012
1394,3,2,1,NA,1,2012
1394,3,1,0,NA,17,2012
1394,9,2,0,NA,738,2012
1394,9,2,1,NA,133,2012
1394,9,1,0,NA,1133,2012
1394,9,1,1,NA,105,2012
1410,1,2,0,NA,11,2012
1410,1,2,1,NA,3,2012
1410,1,1,0,NA,6,2012
1410,2,2,0,NA,5,2012
1410,2,2,1,NA,1,2012
1410,3,2,0,NA,68,2012
1410,3,2,1,NA,3,2012
1410,3,1,0,NA,15,2012
1410,3,1,1,NA,1,2012
1410,4,2,0,NA,5,2012
1410,5,2,0,NA,1,2012
1410,9,2,0,NA,3632,2012
1410,9,2,1,NA,181,2012
1410,9,1,0,NA,1183,2012
1410,9,1,1,NA,72,2012
1411,0,2,0,NA,12,2012
1411,0,2,1,NA,1,2012
1411,0,1,0,NA,8,2012
1411,0,1,1,NA,1,2012
1411,1,2,0,NA,4,2012
1411,3,2,0,NA,2,2012
1411,3,1,0,NA,3,2012
1411,9,2,0,NA,505,2012
1411,9,2,1,NA,89,2012
1411,9,1,0,NA,493,2012
1411,9,1,1,NA,106,2012
1461,0,2,0,NA,1331,2012
1461,0,2,1,NA,63,2012
1461,0,1,0,NA,1457,2012
1461,0,1,1,NA,119,2012
1461,1,2,0,NA,421,2012
1461,1,2,1,NA,51,2012
1461,1,1,0,NA,498,2012
1461,1,1,1,NA,64,2012
1461,2,2,0,NA,360,2012
1461,2,2,1,NA,17,2012
1461,2,1,0,NA,379,2012
1461,2,1,1,NA,28,2012
1461,3,2,0,NA,757,2012
1461,3,2,1,NA,73,2012
1461,3,1,0,NA,984,2012
1461,3,1,1,NA,92,2012
1461,4,2,0,NA,39,2012
1461,4,2,1,NA,2,2012
1461,4,1,0,NA,100,2012
1461,4,1,1,NA,14,2012
1461,5,2,0,NA,19,2012
1461,5,2,1,NA,3,2012
1461,5,1,0,NA,8,2012
1461,9,2,0,NA,98,2012
1461,9,2,1,NA,6,2012
1461,9,1,0,NA,97,2012
1461,9,1,1,NA,5,2012
1524,0,2,0,NA,2,2012
1524,1,2,0,NA,4,2012
1524,1,1,0,NA,3,2012
1524,2,2,0,NA,2,2012
1524,2,1,0,NA,5,2012
1524,3,2,0,NA,8,2012
1524,3,1,0,NA,7,2012
1524,9,2,0,NA,2,2012
1524,9,1,0,NA,5,2012
1639,0,2,0,NA,7,2012
1639,0,2,1,NA,1,2012
1639,0,1,0,NA,9,2012
1639,0,1,1,NA,2,2012
1639,1,2,0,NA,21,2012
1639,1,2,1,NA,8,2012
1639,1,1,0,NA,10,2012
1639,1,1,1,NA,7,2012
1639,2,2,0,NA,12,2012
1639,2,2,1,NA,5,2012
1639,2,1,0,NA,17,2012
1639,2,1,1,NA,2,2012
1639,3,2,0,NA,40,2012
1639,3,2,1,NA,25,2012
1639,3,1,0,NA,29,2012
1639,3,1,1,NA,17,2012
1639,5,2,0,NA,1,2012
1639,9,2,0,NA,46,2012
1639,9,2,1,NA,3,2012
1639,9,1,0,NA,27,2012
1639,9,1,1,NA,6,2012
1641,0,2,0,NA,1079,2012
1641,0,2,1,NA,188,2012
1641,0,1,0,NA,996,2012
1641,0,1,1,NA,263,2012
1641,1,2,0,NA,12,2012
1641,1,1,0,NA,9,2012
1641,1,1,1,NA,1,2012
1641,2,2,0,NA,5,2012
1641,2,1,0,NA,8,2012
1641,3,2,0,NA,11,2012
1641,3,1,0,NA,21,2012
1641,4,2,0,NA,1,2012
1641,9,2,0,NA,59,2012
1641,9,2,1,NA,2,2012
1641,9,1,0,NA,94,2012
1641,9,1,1,NA,4,2012
1937,0,2,0,NA,8,2012
1937,0,1,0,NA,9,2012
1937,1,2,0,NA,10,2012
1937,1,1,0,NA,14,2012
1937,1,1,1,NA,2,2012
1937,2,2,0,NA,36,2012
1937,2,2,1,NA,1,2012
1937,2,1,0,NA,29,2012
1937,2,1,1,NA,5,2012
1937,3,2,0,NA,57,2012
1937,3,2,1,NA,1,2012
1937,3,1,0,NA,147,2012
1937,3,1,1,NA,18,2012
1937,4,1,0,NA,3,2012
1937,9,2,0,NA,10,2012
1937,9,1,0,NA,19,2012
2076,0,2,0,NA,288,2012
2076,0,2,1,NA,3,2012
2076,0,1,0,NA,568,2012
2076,0,1,1,NA,4,2012
2076,1,2,0,NA,69,2012
2076,1,2,1,NA,13,2012
2076,1,1,0,NA,130,2012
2076,1,1,1,NA,10,2012
2076,2,2,0,NA,114,2012
2076,2,2,1,NA,6,2012
2076,2,1,0,NA,182,2012
2076,2,1,1,NA,13,2012
2076,3,2,0,NA,501,2012
2076,3,2,1,NA,53,2012
2076,3,1,0,NA,744,2012
2076,3,1,1,NA,97,2012
2076,4,2,0,NA,5,2012
